platform,id,title,text,score,created_date,author,url
twitter,1938973470227857422,@Beltarmon @Burning_Myn Me pasa constantemente con...,"@Beltarmon @Burning_Myn Me pasa constantemente con Pokémon, hollow knight 
O cualquier franquicia de nintendo
Son franquicias que amo pero no creo que a tal punto de desearle la muerte a alguien solo porque mostró un punto negativo de esta 
Por cosas así deje de consumir anime/manga hace años https://t.co/gL6Vq1C8tf",0,2025-06-28 14:51:14+00:00,1506077140994998276,https://twitter.com/i/status/1938973470227857422
twitter,1938973370722472172,Nintendo Switch 2 トラム❤️ https://t.co/LJEwsXRiQY,Nintendo Switch 2 トラム❤️ https://t.co/LJEwsXRiQY,0,2025-06-28 14:50:50+00:00,1380151934137536512,https://twitter.com/i/status/1938973370722472172
twitter,1938973355002020181,Vão dizer que a culpa é da Nintendo em 3...2....1....,Vão dizer que a culpa é da Nintendo em 3...2....1.... https://t.co/bBjiAyp3Ti,0,2025-06-28 14:50:46+00:00,3252928414,https://twitter.com/i/status/1938973355002020181
twitter,1938973343144911160,@NintyPrime Don't let haters get to you many just ...,@NintyPrime Don't let haters get to you many just troll as nothing else to do. Love your content and dedication you put into all your work. Top content that keeps me informed for Nintendo and appreciate all you do!,0,2025-06-28 14:50:44+00:00,1516488950608711689,https://twitter.com/i/status/1938973343144911160
twitter,1938973328649421064,"@Shiro_val お願いします！

https://t.co/iXJWQFz21E","@Shiro_val お願いします！

https://t.co/iXJWQFz21E",0,2025-06-28 14:50:40+00:00,1730836231964213248,https://twitter.com/i/status/1938973328649421064
twitter,1938973289675923499,"Nintendo Switch2⚡PR
Amazonの招待リクエスト

スイッチ２ストア
👉http...","Nintendo Switch2⚡PR
Amazonの招待リクエスト

スイッチ２ストア
👉https://t.co/2Nw0HgpEBr

マリカ セット
👉https://t.co/QSwkT8DBbQ

抽選結果
👉https://t.co/1dUONx5BKU

当選後48時間以内に注文しないと購入権利がなくなります!!

ビッグカメラ ヨドバシ #switch2 任天堂",0,2025-06-28 14:50:31+00:00,1779416310172319744,https://twitter.com/i/status/1938973289675923499
twitter,1938973196931530917,E a Nintendo é mercenária? Ahauahauau https://t.co...,E a Nintendo é mercenária? Ahauahauau https://t.co/2D1ByviLAn,0,2025-06-28 14:50:09+00:00,1873021535490883584,https://twitter.com/i/status/1938973196931530917
twitter,1938973184985853963,"🚨 My Switch2 Mission Needs YOU!
 Be the hero who p...","🚨 My Switch2 Mission Needs YOU!
 Be the hero who powers me up 🔋
 👉 1 Tap = You WIN a FREE Nintendo Switch 2 + Mario Kart Bundle too!
 Let’s race to victory! 🏆 https://t.co/Xikb2vX7lS #PolyBuzz #SWITCH2",0,2025-06-28 14:50:06+00:00,1466919615427223554,https://twitter.com/i/status/1938973184985853963
twitter,1938973184188903889,"@midgar94 @TRIPSTER0 Nintendo is not doomed, stop ...","@midgar94 @TRIPSTER0 Nintendo is not doomed, stop spewing bullshit.",0,2025-06-28 14:50:06+00:00,1621425165623074817,https://twitter.com/i/status/1938973184188903889
twitter,1938973163641082284,Thanks Nintendo https://t.co/ZWYsldnrzw,Thanks Nintendo https://t.co/ZWYsldnrzw,0,2025-06-28 14:50:01+00:00,1396181230522179584,https://twitter.com/i/status/1938973163641082284
twitter,1938973161019576568,"Nintendo Switch2当落発表⭐
Amazonの招待販売申し込み出来る🎵

(日本語・国内...","Nintendo Switch2当落発表⭐
Amazonの招待販売申し込み出来る🎵

(日本語・国内専用) マリオカート ワールド セット
▶https://t.co/q8ly52NQzp

スイッチ2 特設ページ
▶https://t.co/mPV3IaiJvo

ビックカメラ ヨドバシ ヤマダ
#ad #NintendoSwitch2 23:50",0,2025-06-28 14:50:00+00:00,1923672079641214980,https://twitter.com/i/status/1938973161019576568
twitter,1938973127222141171,"@k7_phoenix 部屋立てですお願いします！

https://t.co/1vzdHtnLhp","@k7_phoenix 部屋立てですお願いします！

https://t.co/1vzdHtnLhp",0,2025-06-28 14:49:52+00:00,1620878995624726528,https://twitter.com/i/status/1938973127222141171
twitter,1938973125162549667,"🚨 My Switch2 Mission Needs YOU!
 Be the hero who p...","🚨 My Switch2 Mission Needs YOU!
 Be the hero who powers me up 🔋
 👉 1 Tap = You WIN a FREE Nintendo Switch 2 + Mario Kart Bundle too!
 Let’s race to victory! 🏆 https://t.co/tEW121HQ9v #PolyBuzz #SWITCH2",0,2025-06-28 14:49:52+00:00,1855469975253004288,https://twitter.com/i/status/1938973125162549667
twitter,1938973113095700946,"本日の動画！
今回はアフタヌーンティーとお洋服を作りました😊

センスのないアフタヌーンティーを【た...","本日の動画！
今回はアフタヌーンティーとお洋服を作りました😊

センスのないアフタヌーンティーを【たまごっちのプチプチおみせっちおまちど～さま！Nintendo Switch 2 Edition】 https://t.co/M4bDs1cHNk @YouTubeから",0,2025-06-28 14:49:49+00:00,904174563491176448,https://twitter.com/i/status/1938973113095700946
twitter,1938973089712480599,"@spl_kawa @no_TL https://t.co/OhDbU5dKkc
お願いします","@spl_kawa @no_TL https://t.co/OhDbU5dKkc
お願いします",0,2025-06-28 14:49:43+00:00,1837962217867956224,https://twitter.com/i/status/1938973089712480599
twitter,1938973056132944324,"ええっ‼️Amazon当落商品ページで結果わかる🤩
Nintendo Switch2

本体
▶️ ...","ええっ‼️Amazon当落商品ページで結果わかる🤩
Nintendo Switch2

本体
▶️ https://t.co/FXuD3nYjx1
マリカーセット
▶️ https://t.co/hStymuZAOH
本体＋SD
▶️ https://t.co/QXXNUdtuma
マリカ＋SD
▶️ https://t.co/4FbaP4l3Hg

当選してますように🥹

#Switch2 スイッチ２ヨドバシ PR 06/28 23:48",0,2025-06-28 14:49:35+00:00,1757369433629376512,https://twitter.com/i/status/1938973056132944324
twitter,1938973050814505237,@ArturoBismuto After Luigi. As asked Nintendo. 🤭 A...,@ArturoBismuto After Luigi. As asked Nintendo. 🤭 And supposedly Luigi beat Link. 🤨,0,2025-06-28 14:49:34+00:00,3902755913,https://twitter.com/i/status/1938973050814505237
twitter,1938973025921310757,Nintendo Switch 2 の本体BANは不適切なプレイヤー名にも適用。暴言なども本体BAN...,"Nintendo Switch 2 の本体BANは不適切なプレイヤー名にも適用。暴言なども本体BAN対象？ https://t.co/GVfXGDXqhT 

さすがにこれはガセだろう...",0,2025-06-28 14:49:28+00:00,135804704,https://twitter.com/i/status/1938973025921310757
